x,y,species logistic values
228.0,228.0,0.4186076
229.0,229.0,0.27191022
230.0,230.0,0.21847868
231.0,231.0,0.3767922
232.0,232.0,0.30945447
233.0,233.0,0.52280426
234.0,234.0,0.3493196
235.0,235.0,0.414484
236.0,236.0,0.41229787
237.0,237.0,0.57491827
238.0,238.0,0.017412867
239.0,239.0,0.35303128
240.0,240.0,0.03272396
241.0,241.0,0.28036764
242.0,242.0,0.2521124
243.0,243.0,0.017752523
244.0,244.0,0.20999236
245.0,245.0,0.044536743
246.0,246.0,0.017432004
247.0,247.0,0.45037457
248.0,248.0,0.013684698
249.0,249.0,0.33182025
250.0,250.0,0.2573512
251.0,251.0,0.055584
252.0,252.0,0.34688574
253.0,253.0,0.30782017
254.0,254.0,0.3413299
255.0,255.0,0.35847646
256.0,256.0,0.7100623
257.0,257.0,0.2219231
258.0,258.0,0.2880044
259.0,259.0,0.29118767
260.0,260.0,0.00949907
261.0,261.0,0.0057381005
262.0,262.0,0.4474339
263.0,263.0,0.594532
264.0,264.0,0.08202755
265.0,265.0,0.06830897
266.0,266.0,0.53517133
267.0,267.0,0.22451732
268.0,268.0,0.055299234
269.0,269.0,0.21871108
270.0,270.0,0.1352352
271.0,271.0,0.13337982
272.0,272.0,0.22034226
273.0,273.0,0.241038
274.0,274.0,0.19930133
275.0,275.0,0.0038648567
276.0,276.0,0.56187886
277.0,277.0,0.18869269
278.0,278.0,0.3504306
279.0,279.0,0.01229465
280.0,280.0,0.32554018
281.0,281.0,0.28996116
282.0,282.0,0.4518567
283.0,283.0,0.23701358
284.0,284.0,0.29611996
285.0,285.0,0.7119479
286.0,286.0,0.4104845
287.0,287.0,0.081107445
288.0,288.0,0.003401523
289.0,289.0,0.21683004
290.0,290.0,0.7180107
291.0,291.0,0.71061075
292.0,292.0,0.04512762
293.0,293.0,0.048321705
294.0,294.0,0.25722063
295.0,295.0,0.3027034
296.0,296.0,0.28837705
297.0,297.0,0.27530456
298.0,298.0,0.16177174
299.0,299.0,0.4093712
300.0,300.0,0.23162809
301.0,301.0,0.4324312
302.0,302.0,0.29999834
303.0,303.0,0.2902037
304.0,304.0,0.21478699
305.0,305.0,0.004106287
306.0,306.0,0.14896834
