variable,x,y
bio1,-47.5,6.847010081401095E-5
bio1,-46.768,6.847010081401095E-5
bio1,-46.036,6.847010081401095E-5
bio1,-45.304,6.847010081401095E-5
bio1,-44.572,6.847010081401095E-5
bio1,-43.84,6.847010081401095E-5
bio1,-43.108,6.847010081401095E-5
bio1,-42.376,6.847010081401095E-5
bio1,-41.644,6.847010081401095E-5
bio1,-40.912,6.847010081401095E-5
bio1,-40.18,6.847010081401095E-5
bio1,-39.448,6.847010081401095E-5
bio1,-38.716,6.847010081401095E-5
bio1,-37.984,6.847010081401095E-5
bio1,-37.252,6.847010081401095E-5
bio1,-36.519999999999996,6.847010081401095E-5
bio1,-35.788,6.847010081401095E-5
bio1,-35.056,6.847010081401095E-5
bio1,-34.324,6.847010081401095E-5
bio1,-33.592,6.847010081401095E-5
bio1,-32.86,6.847010081401095E-5
bio1,-32.128,6.847010081401095E-5
bio1,-31.396,6.847010081401095E-5
bio1,-30.664,6.847010081401095E-5
bio1,-29.932,6.847010081401095E-5
bio1,-29.2,6.847010081401095E-5
bio1,-28.468,6.847010081401095E-5
bio1,-27.736,6.847010081401095E-5
bio1,-27.004,6.847010081401095E-5
bio1,-26.272,6.847010081401095E-5
bio1,-25.54,6.847010081401095E-5
bio1,-24.808,6.847010081401095E-5
bio1,-24.076,6.847010081401095E-5
bio1,-23.344,6.847010081401095E-5
bio1,-22.612,6.847010081401095E-5
bio1,-21.88,6.847010081401095E-5
bio1,-21.148,6.847010081401095E-5
bio1,-20.416,6.847010081401095E-5
bio1,-19.684,6.847010081401095E-5
bio1,-18.952,6.847010081401095E-5
bio1,-18.22,6.847010081401095E-5
bio1,-17.488,6.847010081401095E-5
bio1,-16.756,6.959991151234135E-5
bio1,-16.024,7.310244109248742E-5
bio1,-15.292000000000002,7.678120891796425E-5
bio1,-14.560000000000002,8.064509165706113E-5
bio1,-13.828000000000003,8.470340253552422E-5
bio1,-13.095999999999997,8.896592044038698E-5
bio1,-12.363999999999997,9.344291174784303E-5
bio1,-11.631999999999998,9.814518853090703E-5
bio1,-10.899999999999999,1.0308407217962667E-4
bio1,-10.168,1.0827145160874352E-4
bio1,-9.436,1.1371984874131158E-4
bio1,-8.704,1.1944237485295162E-4
bio1,-7.972000000000001,1.2545284698717296E-4
bio1,-7.240000000000002,1.3176571519579738E-4
bio1,-6.508000000000003,1.383962226100266E-4
bio1,-5.776000000000003,1.453603181289509E-4
bio1,-5.043999999999997,1.5267480921465904E-4
bio1,-4.311999999999998,1.6035728913266212E-4
bio1,-3.5799999999999983,1.6842628247104585E-4
bio1,-2.847999999999999,1.7690123058855534E-4
bio1,-2.1159999999999997,1.8580254982225597E-4
bio1,-1.3840000000000003,1.9515167514327914E-4
bio1,-0.652000000000001,2.0497111836448312E-4
bio1,0.0799999999999983,2.1528455545194447E-4
bio1,0.8119999999999976,2.2611679742112756E-4
bio1,1.543999999999997,2.374939649598673E-4
bio1,2.2760000000000034,2.4944343022070825E-4
bio1,3.0080000000000027,2.619939623400569E-4
bio1,3.740000000000002,2.7517578564584255E-4
bio1,4.472000000000001,2.890206524170935E-4
bio1,5.204000000000001,3.035618574358523E-4
bio1,5.936,3.1883447081781924E-4
bio1,6.667999999999999,3.348751924932003E-4
bio1,7.399999999999999,3.5172264324501157E-4
bio1,8.131999999999998,3.6941736470907927E-4
bio1,8.863999999999997,3.880019357893616E-4
bio1,9.595999999999997,4.0752108907327056E-4
bio1,10.328000000000003,4.2802176903933287E-4
bio1,11.060000000000002,4.495532775763422E-4
bio1,11.792000000000002,4.7216739039868116E-4
bio1,12.524000000000001,4.959185607731342E-4
bio1,13.256,5.208638031035662E-4
bio1,13.988,5.470631876960397E-4
bio1,14.719999999999999,5.745795788243413E-4
bio1,15.451999999999998,6.034791585989296E-4
bio1,16.183999999999997,6.338314269669354E-4
bio1,16.915999999999997,6.657092599198222E-4
bio1,17.647999999999996,6.991892587393522E-4
bio1,18.379999999999995,7.343516917899251E-4
bio1,19.111999999999995,7.712811348028481E-4
bio1,19.843999999999994,8.100662380456924E-4
bio1,20.575999999999993,8.508000755682588E-4
bio1,21.308000000000007,8.935803198255599E-4
bio1,22.040000000000006,9.38509707339108E-4
bio1,22.772000000000006,9.856957476586103E-4
bio1,23.504000000000005,0.0010352518875151873
bio1,24.236000000000004,0.0010872966377064586
bio1,24.968000000000004,0.0011419550282880664
bio1,25.700000000000003,0.0011993576772511005
bio1,26.432000000000002,0.0012596419546753168
bio1,27.164,0.001322952564805746
bio1,27.896,0.0013894407311454415
bio1,28.628,0.0014592655934393406
bio1,29.36,0.001532594091258943
bio1,30.092,0.001609601080417633
bio1,30.823999999999998,0.001690471195615828
bio1,31.555999999999997,0.0017753971042111516
bio1,32.288,0.0018645812524482608
bio1,33.019999999999996,0.001958237262442708
bio1,33.751999999999995,0.002056587254628539
bio1,34.483999999999995,0.0021598665043711662
bio1,35.215999999999994,0.002268320182338357
bio1,35.94799999999999,0.0023822069633752108
bio1,36.68000000000001,0.002501796931028366
bio1,37.412000000000006,0.002627374604344368
bio1,38.144000000000005,0.002759238937869668
bio1,38.876000000000005,0.002897701459005475
bio1,39.608000000000004,0.003043091855943203
bio1,40.34,0.0031957528553903103
bio1,41.072,0.003356046276167035
bio1,41.804,0.003524352563545108
bio1,42.536,0.0037010670639574528
bio1,43.268,0.0038866084069013596
bio1,44.0,0.004081412218511105
bio1,44.732,0.004285938106477261
bio1,45.464,0.004500668030232191
bio1,46.196,0.0047261035069823265
bio1,46.928,0.004962776321917772
bio1,47.66,0.0052112373523414135
bio1,48.391999999999996,0.005472069606184959
bio1,49.123999999999995,0.005745882634073496
bio1,49.855999999999995,0.006033312529325485
bio1,50.587999999999994,0.006335030309855938
